Genus,average,overall,sd,ratio,ava,avb,ord,cusum,p,cumulative
VGEU01,5.931516750694897e-6,0.7244038803945835,2.4120429296769933e-05,0.24591256970244768,1.186303333333333e-5,0,3522,0.9763986625578948,0.263,0.7188553616618955
JACQTO01,5.9266730564038365e-6,0.7244038803945835,9.156477415623438e-6,0.6472656227264125,1.1853333333333334e-5,0,1623,0.9960601460400892,0.811,0.7188612883349519
JAPUIM01,5.920884690210092e-6,0.7244038803945835,4.2297133195598484e-5,0.13998312043583677,0,1.1841769230769235e-5,6488,0.9999999999999967,0.517,0.7188672092196421
Synoicihabitans,5.913601197118064e-6,0.7244038803945835,1.2552173630516141e-5,0.4711216854697778,1.1827200000000001e-5,0,2820,0.9788120272563704,0.999,0.7188731228208393
JABDLI01,5.910006458208317e-6,0.7244038803945835,1.1534752195870987e-5,0.5123652730332499,1.182e-5,0,293,0.9504212948083643,0.572,0.7188790328272975
GCA-2687515,5.896572861593361e-6,0.7244038803945835,1.4632532868142523e-5,0.40297690869577263,1.1793133333333329e-5,0,687,0.7281814234353267,0.905,0.718884929400159
DSVQ01,5.895873205703165e-6,0.7244038803945835,1.5180811012359697e-5,0.38837669482236137,1.1791733333333334e-5,0,311,0.6931853942932911,1,0.7188908252733647
JACKKN01,5.881391351773717e-6,0.7244038803945835,2.093886202979112e-5,0.28088400140398595,1.176276666666667e-5,0,7489,0.9958149829247844,0.213,0.7188967066647165
JAJPIU01,5.87413151118858e-6,0.7244038803945835,1.7833395320510437e-5,0.32938940709919995,1.1748266666666662e-5,0,1442,0.9776164258694074,0.071,0.7189025807962277
JADLCX01,5.856670255635816e-6,0.7244038803945835,1.0030787919851889e-5,0.5838694130941504,1.1713333333333332e-5,0,1455,0.9965132839319829,0.629,0.7189084374664834
JAAUTT01,5.8536261817472696e-6,0.7244038803945835,2.9277580110592055e-5,0.1999354509367235,0,1.1707250000000004e-5,4048,0.9951519606102096,1,0.7189142910926651
CAIMUX01,5.850685401285727e-6,0.7244038803945835,1.2805105692638332e-5,0.4569025466653736,1.170136666666667e-5,0,1064,0.9379024004143195,0.624,0.7189201417780664
DYQK01,5.8488188889657325e-6,0.7244038803945835,3.753541356696301e-5,0.1558213519755541,1.23e-6,1.051494230769231e-5,6697,0.9999999999999967,0.416,0.7189259905969554
Salinicola,5.841668440550141e-6,0.7244038803945835,1.1363670220333242e-5,0.5140652911677714,1.1683333333333332e-5,0,976,0.9729783013096452,0.929,0.7189318322653959
JAMCWL01,5.837366314926577e-6,0.7244038803945835,3.144525987010776e-5,0.18563581089929698,1.1674633333333333e-5,0,5902,0.9999999999999967,0.82,0.7189376696317108
JACPGE01,5.83667046839969e-6,0.7244038803945835,1.1747607166800708e-5,0.4968390911890888,1.1673333333333336e-5,0,2017,0.9959433724510384,0.673,0.7189435063021792
Vannielia,5.836664771706329e-6,0.7244038803945835,1.009263094821975e-5,0.578309541055384,1.1673333333333334e-5,0,4493,0.9832271939797089,0.88,0.7189493429669509
JARKOQ01,5.834973352795004e-6,0.7244038803945835,1.3382810844224593e-5,0.43600506804690514,1.1669933333333333e-5,0,2707,0.978167851652033,0.663,0.7189551779403037
UBA5852,5.831662210012385e-6,0.7244038803945835,1.0029667348536537e-5,0.5814412390121096,1.166333333333333e-5,0,5058,0.9999874724719244,0.148,0.7189610096025137
LC2-1,5.8249981426735356e-6,0.7244038803945835,9.957703701756212e-6,0.584974037904562,1.165e-5,0,258,0.9669339828987642,0.964,0.7189668346006565
Stagnimonas,5.8216624639070185e-6,0.7244038803945835,1.2523580386662089e-5,0.46485607822721586,1.1643333333333336e-5,0,4685,0.9998426404840824,1,0.7189726562631203
Tsuneonella,5.8182121557119056e-6,0.7244038803945835,1.6251929905391795e-5,0.3580013075112782,1.1636433333333333e-5,0,3222,0.9999114028676507,0.998,0.7189784744752761
JAKVCT01,5.814058860013914e-6,0.7244038803945835,3.0464088643766964e-5,0.19084959107100963,0,1.1628115384615385e-5,7213,0.9999999999999967,0.439,0.7189842885341361
Palsa-601,5.810002209306147e-6,0.7244038803945835,1.3153203948787911e-5,0.4417176401983448,1.1619999999999999e-5,0,1851,0.9849318428350464,0.007,0.7189900985363454
JAHBXV01,5.8083398017707955e-6,0.7244038803945835,1.131398389642819e-5,0.5133770610725795,1.1616666666666665e-5,0,7219,0.9591634292196395,0.949,0.7189959068761472
JAAYHS01,5.8065166494988244e-6,0.7244038803945835,2.4974362515817395e-5,0.23249909365339333,7.395733333333331e-6,4.501749999999998e-6,6799,0.9837300223478496,0.144,0.7190017133927967
JANJTB01,5.794733624155113e-6,0.7244038803945835,2.6917337556172254e-5,0.21527885557263657,4.2766666666666675e-6,7.477288461538468e-6,4607,0.9999999999999967,0.666,0.7190075081264209
JAPPLB01,5.784354873313405e-6,0.7244038803945835,1.7303842543265984e-5,0.33428152497633895,1.1568700000000002e-5,0,7564,0.9655698441432835,0.698,0.7190132924812942
Pseudoleptotrichia,5.783212719032416e-6,0.7244038803945835,4.131364339519201e-5,0.13998312043583774,0,1.1566423076923083e-5,9069,0.9999999999999967,0.23,0.7190190756940132
PIVZ01,5.7816716672058475e-6,0.7244038803945835,1.1082411551779226e-5,0.5216979752279303,1.1563333333333335e-5,0,1096,0.9690158384338418,0.603,0.7190248573656804
JAMCUI01,5.781376822057735e-6,0.7244038803945835,3.114365053838729e-5,0.18563581089929324,1.1562766666666667e-5,0,3656,0.9999999999999967,0.976,0.7190306387425025
JACJYC01,5.768332854465963e-6,0.7244038803945835,9.980040222373474e-6,0.577986934514992,1.1536666666666666e-5,0,3531,0.9807599324962222,0.732,0.719036407075357
WHSW01,5.762680215793125e-6,0.7244038803945835,1.7134363442637157e-5,0.3363229824723613,1.1525366666666665e-5,0,2048,0.9788966362266255,0.132,0.7190421697555728
UBA1924,5.7530934450635875e-6,0.7244038803945835,1.6927421541583387e-5,0.3398682682374698,7.853333333333335e-6,3.954903846153849e-6,7256,0.9999416323962934,0.551,0.7190479228490179
JAICNG01,5.752966201794082e-6,0.7244038803945835,1.4473982012855505e-5,0.3974694867441738,1.1505933333333333e-5,0,1073,0.9602423829619146,0.786,0.7190536758152196
JACFMY01,5.748521610858568e-6,0.7244038803945835,1.548742225817808e-5,0.371173557163335,1.1497033333333332e-5,0,357,0.7720736308245542,0.649,0.7190594243368305
CALLVY01,5.738902694012036e-6,0.7244038803945835,2.959944520188171e-5,0.19388548180109808,3.31e-6,8.295115384615377e-6,6846,0.9907785950717927,0.719,0.7190651632395245
Neomicrococcus,5.738759789794638e-6,0.7244038803945835,2.0296026564850837e-5,0.2827528714282018,1.1477533333333333e-5,0,5548,0.9992832682210413,0.264,0.7190709019993143
Oceanicola,5.730007541814034e-6,0.7244038803945835,1.2544103448406475e-5,0.45678892599868814,1.1459999999999997e-5,0,2247,0.9687578106639114,1,0.7190766320068561
Psychromarinibacter,5.730002702500603e-6,0.7244038803945835,1.1041483637411108e-5,0.5189522432552474,1.1459999999999999e-5,0,7716,0.9995896608042903,0.943,0.7190823620095587
Eubacterium_J,5.72163817674192e-6,0.7244038803945835,2.3965009701413828e-5,0.23874967079209525,5.0966666666666664e-6,6.54263461538462e-6,3736,0.9999999999999967,0.65,0.7190880836477354
WHSY01,5.714089372171373e-6,0.7244038803945835,1.2596692957572952e-5,0.45361821482964254,1.1428166666666665e-5,0,1611,0.9752090799687181,0.888,0.7190937977371076
MGBC114079,5.694252718205106e-6,0.7244038803945835,2.506334655091517e-5,0.2271944293886478,5.039700000000001e-6,6.54263461538462e-6,4756,0.9999999999999967,0.438,0.7190994919898258
JADJXM01,5.692782835742442e-6,0.7244038803945835,1.2691228464248478e-5,0.4485604251612962,1.1385566666666668e-5,0,5745,0.9547901322156954,1,0.7191051847726616
JAMCZD01,5.682767502425334e-6,0.7244038803945835,1.5667898815555828e-5,0.3627013149193442,1.1365533333333333e-5,0,3504,0.9999999999999967,0.031,0.7191108675401641
Rhodospirillum,5.677271142515082e-6,0.7244038803945835,1.2928804289734992e-5,0.43911803561158647,1.1354533333333331e-5,0,2229,0.9714505809295859,0.852,0.7191165448113066
Orrella,5.671668850444507e-6,0.7244038803945835,1.074803099745506e-5,0.5276937563529037,1.1343333333333334e-5,0,6229,0.9822413143864652,0.893,0.7191222164801571
Clostridium_AW,5.670279101509536e-6,0.7244038803945835,2.8842879773679146e-5,0.19659198894154825,1.1333333333333332e-6,1.0294403846153848e-5,5194,0.9999999999999967,0.447,0.7191278867592585
UBA2334,5.668338364165199e-6,0.7244038803945835,1.2583359091374789e-5,0.45046305386377616,1.1336666666666666e-5,0,3437,0.9999562444462698,0.988,0.7191335550976227
Desulfobacter,5.6678165920951915e-6,0.7244038803945835,1.7426825881007194e-5,0.3252351650722763,6.853333333333334e-6,4.745884615384614e-6,2467,0.9925984512450566,1,0.7191392229142147
BOG-908,5.665003080993073e-6,0.7244038803945835,1.21304387899949e-5,0.4670072681678694,1.1329999999999998e-5,0,1330,0.9884395649686779,0.737,0.7191448879172957
Desulfoprunum,5.6649993719618384e-6,0.7244038803945835,1.0951868972680105e-5,0.5172632530660671,1.1329999999999998e-5,0,6835,0.9927167788879718,0.999,0.7191505529166676
CAIKMS01,5.661669670480282e-6,0.7244038803945835,1.2233300009815135e-5,0.462808045738906,1.1323333333333334e-5,0,1436,0.9376907414688083,0.167,0.7191562145863382
LMSL01,5.661667735066231e-6,0.7244038803945835,1.2306575135684373e-5,0.46005226252180875,1.1323333333333332e-5,0,1967,0.9990037659116399,0.88,0.7191618762540732
JANSYA01,5.656669177617283e-6,0.7244038803945835,1.008414426067952e-5,0.5609468717810775,1.1313333333333334e-5,0,34,0.9647393766696305,0.705,0.7191675329232509
Rubrobacter_F,5.650003192112844e-6,0.7244038803945835,9.683822100147132e-6,0.5834476442960471,1.1299999999999999e-5,0,2424,0.971888337944119,0.912,0.7191731829264429
PALSA-457,5.644462110385958e-6,0.7244038803945835,1.3707950747763093e-5,0.4117655668778238,9.526766666666667e-6,2.1234615384615407e-6,1372,0.984887078823678,0.006,0.7191788273885533
UBA6170,5.644258074922644e-6,0.7244038803945835,2.6842287208664652e-5,0.21027485590351203,1.1288433333333334e-5,0,5014,0.9999956354966442,0.996,0.7191844716466282
SHNF01,5.636667106430714e-6,0.7244038803945835,1.079528248848365e-5,0.5221416959161449,1.1273333333333334e-5,0,4644,0.9826535667134135,0.561,0.7191901083137346
JAVHYF01,5.6302295408228365e-6,0.7244038803945835,1.312251756269567e-5,0.4290510196632007,1.1260466666666668e-5,0,6043,0.8730875719926018,0.531,0.7191957385432755
Verrucomicrobium,5.625683302415693e-6,0.7244038803945835,1.233140565047137e-5,0.4562077886230797,1.1251366666666667e-5,0,3095,0.9999999999999967,0.745,0.7192013642265779
UBA4179,5.621656183683355e-6,0.7244038803945835,3.0283252764915e-5,0.18563581089929637,1.1243333333333335e-5,0,6889,0.9999999999999967,0.001,0.7192069858827616
SCUD01,5.618337484854865e-6,0.7244038803945835,9.554666286093412e-6,0.5880202737203098,1.1236666666666667e-5,0,3057,0.999720360500265,0.913,0.7192126042202464
CALIAG01,5.612303362185353e-6,0.7244038803945835,3.0341208795801012e-5,0.18497296531448848,3.046666666666667e-6,8.295115384615377e-6,5167,0.9999999999999967,0.513,0.7192182165236085
Arthrobacter_M,5.599950083804941e-6,0.7244038803945835,2.1042920388006124e-5,0.26612038540984817,1.11999e-5,0,1011,0.4802592311670806,0.072,0.7192238164736923
JAFGUR01,5.5970662622294154e-06,0.7244038803945835,2.3449345854928005e-5,0.23868752232391857,2.8166666666666667e-6,8.594134615384614e-6,3774,0.9999999999999967,0.612,0.7192294135399545
JADFCQ01,5.594999432838046e-6,0.7244038803945835,1.0486241701383797e-5,0.5335562151022814,1.119e-5,0,6014,0.9539451335019762,0.024,0.7192350085393874
Youhaiella,5.592700862496575e-6,0.7244038803945835,1.493641770349586e-5,0.3744338819064766,1.11854e-5,0,74,0.9312730893492065,0.862,0.7192406012402499
Hafnia,5.586367551742735e-6,0.7244038803945835,1.7293157052572914e-5,0.3230391960681108,4.9800000000000014e-6,6.575807692307695e-6,3227,0.9943611083386941,0.977,0.7192461876078017
JAHJAR01,5.5766660627556375e-6,0.7244038803945835,1.0753213896377354e-5,0.518604588032454,1.1153333333333332e-5,0,5616,0.959770783936974,0.711,0.7192517642738644
Faecalimicrobium,5.568083362836993e-6,0.7244038803945835,2.0315153655203732e-5,0.2740852201927957,1.4266666666666666e-6,9.874115384615386e-6,6906,0.9999999999999967,0.397,0.7192573323572272
CAAGNP01,5.567965845602049e-6,0.7244038803945835,1.4939711091497919e-5,0.3726956841066852,1.1135933333333335e-5,0,6694,0.9999999999999967,0.001,0.7192629003230728
CALABS01,5.548935408330696e-6,0.7244038803945835,2.2805294578784105e-5,0.24331785713888135,5.13e-6,6.165173076923079e-6,556,0.940116987423315,0.617,0.7192684492584812
UBA6100,5.544771491212664e-6,0.7244038803945835,1.989604355762173e-5,0.2786871407450546,6.957466666666667e-6,4.399634615384618e-6,6640,0.9999999999999967,0.134,0.7192739940299724
JAGWMQ01,5.539196889484949e-6,0.7244038803945835,1.763358464992641e-5,0.3141276716817794,1.1078399999999997e-5,0,1840,0.9588556049502528,0.254,0.7192795332268619
TMPK1,5.538135350517973e-6,0.7244038803945835,1.7216913291315735e-5,0.32166830701943683,1.1076266666666666e-5,0,2039,0.973569083400623,0.967,0.7192850713622124
SHZC01,5.535012760654936e-6,0.7244038803945835,1.2267595317238253e-5,0.4511897089462361,1.1069999999999999e-5,0,4720,0.9722014651015303,0.446,0.7192906063749731
JAFGOG01,5.513337003216709e-6,0.7244038803945835,9.563494838227331e-6,0.5764981417858588,1.1026666666666666e-5,0,4237,0.9576900312004292,0.492,0.7192961197119764
SCQL01,5.507491462606597e-6,0.7244038803945835,1.6738353907076762e-5,0.32903423438060414,1.101496666666667e-5,0,3046,0.9720029647818191,0.001,0.7193016272034389
JADJSS01,5.5068658363209e-6,0.7244038803945835,2.595261582423761e-5,0.21218924032998399,4.649900000000001e-6,6.54263461538462e-6,4363,0.9999999999999967,0.426,0.7193071340692753
JACJWR01,5.503344532291704e-6,0.7244038803945835,1.1857694347623201e-5,0.4641159040665283,1.1006666666666667e-5,0,2587,0.995729210210782,0.62,0.7193126374138076
Lactococcus_A,5.5029108640409836e-6,0.7244038803945835,2.001812962920199e-5,0.27489635475301666,1.8666666666666667e-6,9.354538461538462e-6,6542,0.9999999999999967,0.75,0.7193181403246716
UBA8517,5.498096762687545e-6,0.7244038803945835,2.9617651551457384e-5,0.18563581089929468,1.0996100000000001e-5,0,6649,0.9999999999999967,0.001,0.7193236384214342
UBA10092,5.497043808954455e-6,0.7244038803945835,2.9611979403781697e-5,0.18563581089930237,1.09941e-5,0,3680,0.9999999999999967,0.507,0.7193291354652431
JACQWN01,5.48059676848996e-6,0.7244038803945835,2.4048289760519795e-5,0.22789964787797445,2.6766666666666663e-6,8.490423076923074e-6,3765,0.9999999999999967,0.671,0.7193346160620117
JAJFUU01,5.480007167364499e-6,0.7244038803945835,1.0873788963109271e-5,0.5039648264239934,1.0959999999999998e-5,0,4663,0.9977663102457394,0.944,0.719340096069179
Turicibacter,5.478068941239028e-6,0.7244038803945835,2.404031535488859e-5,0.22787009489561727,5.917533333333333e-6,5.266211538461546e-6,3147,0.986340287110221,0.126,0.7193455741381203
JALONX01,5.471669835012429e-6,0.7244038803945835,1.0282369384731726e-5,0.5321409521756049,1.0943333333333332e-5,0,3614,0.9984238320730311,0.617,0.7193510458079553
Ornithinimicrobium,5.471330555109926e-6,0.7244038803945835,2.5825186648344977e-5,0.21186025214886722,1.0942666666666666e-5,0,2930,0.9993781820428189,0.954,0.7193565171385103
JAAYYY01,5.4674862423388916e-6,0.7244038803945835,1.1237192029903066e-5,0.4865527106584522,1.0934966666666668e-5,0,5687,0.9852418928331272,0.373,0.7193619846247526
CANIZL01,5.45984786077535e-6,0.7244038803945835,1.3726292577107514e-5,0.39776566251262885,1.09197e-5,0,4229,0.9798061445010797,0.717,0.7193674444726135
SSF14,5.459196231292676e-6,0.7244038803945835,1.671784308563754e-5,0.3265490771344016,1.0918366666666667e-5,0,2116,0.9786843700146596,0.912,0.7193729036688448
SLMF01,5.458337603976357e-6,0.7244038803945835,1.1900675073943363e-5,0.4586578131124206,1.0916666666666665e-5,0,896,0.9723986914722259,0.718,0.7193783620064488
JAHBNG01,5.4582219743990025e-6,0.7244038803945835,1.693592007579305e-5,0.3222867107291431,7.239999999999999e-6,3.954903846153849e-6,9103,0.9972065957944581,0.721,0.7193838202284232
JADFOP01,5.449480838098856e-6,0.7244038803945835,3.892955680036179e-5,0.13998312043583838,0,1.089896153846154e-5,6470,0.9999999999999967,0.517,0.7193892697092613
JANQGO01,5.443753037672038e-6,0.7244038803945835,1.3953132465881781e-5,0.3901455856584971,1.0887499999999999e-5,0,6054,0.9779926310065705,0.508,0.719394713462299
JADKDL01,5.43705332641024e-6,0.7244038803945835,2.9137896932951206e-5,0.1865973147932181,3.046666666666667e-6,7.944615384615377e-6,4369,0.9999999999999967,0.539,0.7194001505156254
UBA6894,5.432447950609061e-6,0.7244038803945835,2.926400851372397e-5,0.18563581089929634,1.0864899999999997e-5,0,7524,0.9999999999999967,0.812,0.719405582963576
PALSA-1153,5.423328820467923e-6,0.7244038803945835,1.0546762282553369e-5,0.5142174133799606,1.0846666666666667e-5,0,1469,0.9822594596928785,0.562,0.7194110062923965
Azovibrio,5.418330447369158e-6,0.7244038803945835,1.1472896291752905e-5,0.4722722414273048,1.0836666666666666e-5,0,2890,0.9883309900615063,0.244,0.7194164246228438
Kosakonia,5.416663934095832e-6,0.7244038803945835,1.1381406093672083e-5,0.475922209392689,1.0833333333333335e-5,0,7409,0.9989941557005536,0.955,0.7194218412867779
JAFAWZ01,5.403554183055212e-6,0.7244038803945835,1.567647359245391e-5,0.3446919456207478,1.08071e-5,0,2821,0.9838285617007627,0.001,0.719427244840961
CADAWZ01,5.401162419614032e-6,0.7244038803945835,2.7837190331914256e-5,0.19402685239471923,3.458033333333333e-6,7.477288461538468e-6,3717,0.9999999999999967,0.381,0.7194326460033806
Enemella,5.399997312962115e-6,0.7244038803945835,9.956679567788612e-6,0.542349211521473,1.0800000000000002e-5,0,6191,0.9930021574017376,0.894,0.7194380460006936
JAFGEC01,5.389904924644373e-6,0.7244038803945835,2.726694717781477e-5,0.1976717411558917,0,1.077980769230768e-5,4391,0.9999999999999967,0.615,0.7194434359056182
JACQWC01,5.387235731271054e-6,0.7244038803945835,1.3767852377831378e-5,0.39129092783892966,1.0774466666666665e-5,0,1387,0.9533889606557309,0.473,0.7194488231413495
JAKLHY01,5.380005858025406e-6,0.7244038803945835,1.1066803537221255e-5,0.4861390951714918,1.076e-5,0,3699,0.9630099125558632,0.833,0.7194542031472075
ZC4RG17,5.374975199246005e-6,0.7244038803945835,2.4887229430992035e-5,0.2159732249083763,1.0749966666666667e-5,0,3238,0.9999999999999967,0.082,0.7194595781224068
Chryseosolibacter,5.367444860262281e-6,0.7244038803945835,1.707206359716583e-5,0.3143993009230203,6.8866666666666645e-6,4.113096153846157e-6,3019,0.9916764492473683,0.931,0.719464945567267
JAABRU01,5.365356561997055e-6,0.7244038803945835,3.0464579125441973e-5,0.1761178626464683,2.29e-6,8.528788461538462e-6,6394,0.9948906122336366,0.644,0.7194703109238291
Bacteroides_G,5.3569492489808365e-6,0.7244038803945835,1.866204696750361e-5,0.28705046441630655,1.0713899999999997e-5,0,1933,0.9886762246934401,0.399,0.719475667873078
Humihabitans,5.356692949175658e-6,0.7244038803945835,1.4927480805826291e-5,0.35884775327159735,1.0713399999999998e-5,0,3056,0.994665220911891,0.606,0.7194810245660272
JAAZYN01,5.34000665223517e-6,0.7244038803945835,9.13659967237497e-6,0.5844632405621301,1.068e-5,0,3466,0.9953821891188307,0.309,0.7194863645726794
Fen-549,5.338350025357211e-6,0.7244038803945835,2.875711318573716e-5,0.18563581089929793,1.0676699999999994e-5,0,9030,0.9999999999999967,0.001,0.7194917029227048
JAJYAB01,5.3361157816491635e-6,0.7244038803945835,2.8478817710761544e-5,0.1873713942707937,1.063333333333333e-6,9.690692307692304e-6,4968,0.9979590009579277,0.999,0.7194970390384865
JACRBM01,5.330001211570645e-6,0.7244038803945835,1.383755158568166e-5,0.3851838367913178,1.0660000000000003e-5,0,3378,0.9534907541695898,0.952,0.7195023690396981
Phycisphaera,5.3216782022263345e-6,0.7244038803945835,1.1820879595689886e-5,0.450193080738824,1.0643333333333334e-5,0,5351,0.9700878183844501,0.948,0.7195076907179003
Smaragdicoccus,5.321669153808661e-6,0.7244038803945835,1.1225297296071218e-5,0.47407823716804465,1.0643333333333332e-5,0,1186,0.9731683841059394,0.629,0.7195130123870541
GCA-2753255,5.320226379484551e-6,0.7244038803945835,2.833807347782621e-5,0.18774128677616306,3.046666666666667e-6,7.710961538461534e-6,7168,0.9999999999999967,0.398,0.7195183326134336
V1-115,5.313333655637892e-6,0.7244038803945835,1.0139880247380073e-5,0.5240035903787664,1.0626666666666668e-5,0,1396,0.9745794363613705,0.997,0.7195236459470892
JAGQJR01,5.308462144997564e-6,0.7244038803945835,1.6184062192484594e-5,0.3280055453236369,1.0616933333333335e-5,0,2485,0.9775042165688893,0.041,0.7195289544092341
JADJXE01,5.30013148427597e-6,0.7244038803945835,1.2962601641898135e-5,0.40887868274411177,7.976666666666666e-6,2.9303846153846145e-6,2195,0.985718975948789,0.31,0.7195342545407184
JACSRF01,5.299112916615773e-6,0.7244038803945835,1.634728484373858e-5,0.3241585968109846,6.579999999999999e-6,4.271288461538465e-6,2572,0.9962401509379006,0.976,0.719539553653635
JAHISY01,5.288674132741022e-6,0.7244038803945835,3.778079897258129e-5,0.13998312043583774,0,1.0577346153846154e-5,4778,0.9973919424245176,0.99,0.7195448423277677
Tissierella,5.288318368075152e-6,0.7244038803945835,2.721283908125977e-5,0.19433173996596972,0,1.0576634615384626e-5,6340,0.9999999999999967,0.523,0.7195501306461358
JALNXF01,5.281669702843813e-6,0.7244038803945835,1.309375606206005e-5,0.4033731557095194,1.0563333333333333e-5,0,3809,0.9999999999999967,0.004,0.7195554123158386
Arcobacter,5.280223364275693e-6,0.7244038803945835,2.6470741202129908e-5,0.19947395216310873,3.6925000000000002e-6,7.009961538461539e-6,8074,0.9999999999999967,0.3,0.719560692539203
Ilumatobacter_A,5.27609905421298e-6,0.7244038803945835,1.3823881511969335e-5,0.3816655292975925,1.0552199999999999e-5,0,1500,0.9947610723954463,0.997,0.7195659686382572
JACKBC01,5.274721081715927e-6,0.7244038803945835,1.3823131826866636e-5,0.3815865425998456,1.0549433333333333e-5,0,517,0.9513494278216932,0.634,0.7195712433593389
SXXK01,5.256950536963027e-6,0.7244038803945835,1.3210973655349942e-5,0.397923020218435,1.0513900000000001e-5,0,3423,0.9997799521360315,1,0.7195765003098759
JAFDDA01,5.2500073068967595e-6,0.7244038803945835,9.805387031522669e-6,0.5354207121064033,1.0500000000000001e-5,0,6196,0.9569538617864779,0.497,0.7195817503171827
JACCZE01,5.244908075739762e-6,0.7244038803945835,1.3320369113089157e-5,0.3937509562393353,1.0489799999999997e-5,0,232,0.7716863633944515,0.899,0.7195869952252585
UBA8437,5.241382960932902e-6,0.7244038803945835,1.1144908130071024e-5,0.47029395843925187,1.0482766666666666e-5,0,2944,0.9999999999999967,0.997,0.7195922366082195
UBA10518,5.238110147309593e-6,0.7244038803945835,1.9878251148353543e-5,0.26350960696778647,1.0476233333333335e-5,0,6996,0.9999172812797031,0.912,0.7195974747183668
SYIM01,5.234305399488076e-6,0.7244038803945835,1.3923729234331756e-5,0.37592697411709525,1.0468600000000002e-5,0,2953,0.9997840957677246,0.995,0.7196027090237662
JAFGSI01,5.234072287738652e-6,0.7244038803945835,2.4781455383054082e-5,0.21120923718296974,1.0468133333333334e-5,0,7850,0.9969319164382661,0.278,0.7196079430960539
SZUA-35,5.230000608684026e-6,0.7244038803945835,9.782941087184301e-6,0.5346041197708276,1.046e-5,0,2060,0.9827944676418439,0.102,0.7196131730966626
JAKEEW01,5.228832504640252e-6,0.7244038803945835,1.544785821529601e-5,0.3384826836035314,1.0457666666666666e-5,0,4354,0.9778825689157702,0.088,0.7196184019291673
UBA1757,5.228299084822332e-6,0.7244038803945835,1.4186002275102195e-5,0.3685533798340426,1.04566e-5,0,6737,0.9999999999999967,0.001,0.719623630228252
PBB1,5.226583405198907e-6,0.7244038803945835,2.8155038512661522e-5,0.1856358108992987,1.0453166666666663e-5,0,7578,0.9993948475920781,0.523,0.7196288568116572
Neobacillus_A,5.225154907792781e-6,0.7244038803945835,2.9587152204798413e-5,0.17660215730209314,0,1.0450307692307695e-5,7498,0.9862012765964399,0.314,0.719634081966565
UBA1723,5.223334764718259e-6,0.7244038803945835,1.3608869333796858e-5,0.3838184228682689,1.0446666666666666e-5,0,6734,0.9999999999999967,0.001,0.7196393053013297
JAMCCX01,5.2141243836153896e-6,0.7244038803945835,1.230706527005598e-5,0.42366919076164716,8.136666666666666e-6,2.604538461538461e-6,3282,0.9999999999999967,0.78,0.7196445194257133
JACRIH01,5.210008895367377e-6,0.7244038803945835,9.906269047984563e-6,0.5259304860518963,1.0420000000000002e-5,0,1514,0.953693520841447,0.9,0.7196497294346087
Methylomonas,5.209997666646959e-6,0.7244038803945835,1.143243039235373e-5,0.45572091741153525,1.0420000000000002e-5,0,4784,0.9991962483964103,1,0.7196549394322753
JAHDCK01,5.203389817172285e-6,0.7244038803945835,2.754024711561483e-5,0.18893765895884265,3.046666666666667e-6,7.477288461538468e-6,5343,0.9999999999999967,0.36,0.7196601428220925
JADLEL01,5.2000045358564446e-6,0.7244038803945835,9.94773685771037e-6,0.5227324174569399,1.04e-5,0,7025,0.954937942092322,0.861,0.7196653428266283
SZUA-1497,5.198333522233768e-6,0.7244038803945835,8.744384589725046e-6,0.5944767717950088,1.0396666666666667e-5,0,7642,0.999790721895688,0.439,0.7196705411601505
CAU-1509,5.191666988477732e-6,0.7244038803945835,8.959965120837691e-6,0.5794293748313553,1.0383333333333334e-5,0,6937,0.9912194318878582,0.994,0.7196757328271389
RGIG4097,5.18264970865958e-6,0.7244038803945835,1.3908807217907004e-5,0.3726164025041009,1.0365300000000002e-5,0,6719,0.9999999999999967,0.001,0.7196809154768475
CALBIE01,5.181671048180133e-6,0.7244038803945835,9.870465212512016e-6,0.5249672570257109,1.0363333333333335e-5,0,1046,0.9796639868907979,0.896,0.7196860971478957
JANWHL01,5.170062484056055e-6,0.7244038803945835,1.5042941758340458e-5,0.34368693086174773,1.0340133333333333e-5,0,1801,0.978014575111021,0.007,0.7196912672103797
VGRW01,5.166681499354078e-6,0.7244038803945835,1.5047486276198773e-5,0.34335844569112056,1.0333366666666668e-5,0,1006,0.9277499741180943,0.787,0.719696433891879
JAUCQB01,5.166673219244313e-6,0.7244038803945835,8.725690536506435e-6,0.592121987094093,1.0333333333333335e-5,0,6425,0.9988903814100129,0.508,0.7197016005650982
Francisella,5.166634680678219e-6,0.7244038803945835,3.690898348737954e-5,0.13998312043583833,0,1.0333269230769229e-5,8251,0.9999999999999967,0.83,0.7197067671997789
JANQET01,5.161670814662745e-6,0.7244038803945835,1.0103802143445668e-5,0.5108642015531865,1.0323333333333332e-5,0,5718,0.9642593249735396,0.713,0.7197119288705935
JACKID01,5.1616660359453665e-6,0.7244038803945835,9.925638323605848e-6,0.5200336610764399,1.0323333333333333e-5,0,637,0.9808182403311284,1,0.7197170905366295
JAHBXL01,5.158344487488753e-6,0.7244038803945835,1.1532607131568363e-5,0.44728346579749045,1.0316666666666666e-5,0,7607,0.9590758377457697,0.689,0.7197222488811169
JALHMH01,5.153333288134926e-6,0.7244038803945835,1.104971537217337e-5,0.4663770164716303,1.0306666666666667e-5,0,370,0.9636209305342476,0.327,0.719727402214405
